cluster	status	loglr	df	p	p.adjust	genes	annotations
chr10:clu_324_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000077150.21	PR,UP
chr10:clu_325_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000077150.21	PR
chr10:clu_326_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107872.14	NE,PR
chr10:clu_327_+	Success	0.8690185546875	3.0	0.6285106476440343	0.7254709679417366	ENSG00000269609.6	IN
chr10:clu_328_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000138111.14	PR
chr10:clu_329_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000138111.14	PR
chr10:clu_32_+	Success	0.6896438598632812	1.0	0.24022251182451032	0.35350763557826753	ENSG00000165629.20	PR,UP
chr10:clu_330_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000138111.14	PR
chr10:clu_331_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107882.12	PR
chr10:clu_332_+	Success	0.14892578125	1.0	0.5852324434253311	0.6830428796524058	ENSG00000171206.15	PR,UP
chr10:clu_333_+	Success	0.044158935546875	1.0	0.7663266257623682	0.8211390683739934	ENSG00000171206.15	PR,UP
chr10:clu_334_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000156398.13	PR
chr10:clu_335_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000156398.13	PR,UP
chr10:clu_336_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000156398.13	PR,UP
chr10:clu_337_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000156398.13	PR,UP
chr10:clu_338_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000166272.18	PR
chr10:clu_339_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148842.18	PR
chr10:clu_33_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107485.18	PR
chr10:clu_340_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148843.15	PR,UP
chr10:clu_341_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107954.11	PR
chr10:clu_342_+	Success	0.3483428955078125	2.0	0.7058567995875249	0.7865797846467365	ENSG00000065613.15	PR
chr10:clu_343_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000156384.15	PR
chr10:clu_344_+	Success	30.98443603515625	2.0	3.4964748203906907e-14	6.659195226107725e-13	ENSG00000148834.13	NE,PR
chr10:clu_345_+	Success	12.29248046875	2.0	4.586100456414715e-06	2.9164038101759863e-05	ENSG00000148834.13	PR
chr10:clu_346_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000065621.15	NE,PR
chr10:clu_347_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000065621.15	PR
chr10:clu_348_+	Success	42.480224609375	7.0	1.335549139705474e-15	3.108861608536631e-14	ENSG00000148700.15	NE,PR
chr10:clu_349_+	Success	7.20819091796875	2.0	0.0007404955616693213	0.0027216459678898737	ENSG00000148700.15	PR,UP
chr10:clu_34_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107485.18	PR
chr10:clu_350_+	Success	5.27587890625	2.0	0.00511346048030539	0.014095657508210254	ENSG00000148700.15	PR,UP
chr10:clu_351_+	Success	35.7744140625	2.0	2.9064936558308685e-16	7.611380261207088e-15	ENSG00000148700.15	PR
chr10:clu_352_+	Success	16.34893798828125	2.0	7.938646189900694e-08	6.522142654055667e-07	ENSG00000119950.21	NE,PR
chr10:clu_353_+	Success	1.263671875	4.0	0.6397462557093356	0.7303915017498955	ENSG00000119950.21	PR,UP
chr10:clu_354_+	Success	10.04345703125	5.0	0.0012036539433474588	0.0038487036822517848	ENSG00000150593.18	NE,PR
chr10:clu_355_+	Success	9.361328125	4.0	0.0008909273254323357	0.0030598241750503987	ENSG00000150593.18	PR
chr10:clu_356_+	Success	1.1612091064453125	2.0	0.3131073717771989	0.4222449027566051	ENSG00000108061.13	PR
chr10:clu_357_+	Success	1.1795654296875	2.0	0.30741230183779644	0.4181211613161243	ENSG00000108061.13	PR
chr10:clu_358_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000197142.11	PR
chr10:clu_359_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000197142.11	PR,UP
chr10:clu_35_+	Success	2.201416015625	2.0	0.11064637039209926	0.1914565596321206	ENSG00000048740.19	PR,UP
chr10:clu_360_+	Success	1.3837890625	2.0	0.25062710987572007	0.3633659482281201	ENSG00000197142.11	PR
chr10:clu_361_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000151532.15	PR,UP
chr10:clu_362_+	Success	28.152130126953125	2.0	5.938615835950747e-13	9.953120141053452e-12	ENSG00000151532.15	PR
chr10:clu_363_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000148737.18	PR
chr10:clu_364_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000148737.18	PR
chr10:clu_365_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148737.18	PR
chr10:clu_366_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148737.18	PR
chr10:clu_367_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000165806.21	PR
chr10:clu_368_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000165806.21	PR
chr10:clu_369_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000165806.21	PR
chr10:clu_36_+	Success	14.0440673828125	2.0	7.956810814631173e-07	5.953399520232967e-06	ENSG00000048740.19	PR,UP
chr10:clu_370_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107518.18	PR
chr10:clu_371_+	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000107518.18	PR
chr10:clu_372_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107518.18	PR
chr10:clu_373_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107518.18	PR,UP
chr10:clu_374_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000170370.12	PR
chr10:clu_375_+	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000177640.16	IN
chr10:clu_376_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000238276.7	IN
chr10:clu_377_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000238276.7	IN
chr10:clu_378_+	Success	5.73760986328125	4.0	0.021711686371316763	0.049441285812944144	ENSG00000119979.18	NE,PR
chr10:clu_379_+	Success	0.18255615234375	2.0	0.8331378599713241	0.8653911611137497	ENSG00000119979.18	NE,PR
chr10:clu_37_+	Success	28.6871337890625	3.0	2.1380388139780128e-12	3.317919492802916e-11	ENSG00000048740.19	PR
chr10:clu_380_+	Success	0.1503753662109375	2.0	0.8603849563624247	0.8771321087977031	ENSG00000119979.18	NE,PR,UP
chr10:clu_381_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000151929.10	PR
chr10:clu_382_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000198825.15	PR
chr10:clu_383_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000198825.15	PR
chr10:clu_384_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107651.15	PR,UP
chr10:clu_385_+	Success	0.39715576171875	1.0	0.37279959127600415	0.4806247038296792	ENSG00000107651.15	PR,UP
chr10:clu_386_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000120008.16	NE,PR
chr10:clu_387_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000120008.16	PR
chr10:clu_388_+	Success	1.3985595703125	2.0	0.24695242547652876	0.35928148012036654	ENSG00000120008.16	PR,UP
chr10:clu_389_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000120008.16	PR,UP
chr10:clu_38_+	Success	0.003662109375	1.0	0.9317989864216498	0.9407801814714971	ENSG00000048740.19	PR
chr10:clu_390_+	Success	0.218017578125	2.0	0.8041113067732633	0.8465392902964756	ENSG00000120008.16	PR,UP
chr10:clu_391_+	Success	3.062103271484375	1.0	0.013334312260208423	0.0317447547558371	ENSG00000120008.16	PR,UP
chr10:clu_392_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000138162.19	PR
chr10:clu_393_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000138162.19	PR,UP
chr10:clu_394_+	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000138162.19	PR
chr10:clu_395_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000138162.19	PR
chr10:clu_396_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000138162.19	PR
chr10:clu_397_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107679.15	PR
chr10:clu_398_+	Success	0.265869140625	1.0	0.46587696545154	0.5758184322247648	ENSG00000107679.15	PR
chr10:clu_399_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107679.15	PR
chr10:clu_39_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000134463.15	PR
chr10:clu_3_+	Success	2.1685791015625	2.0	0.11433996702249778	0.19554467829561867	ENSG00000015171.21	PR
chr10:clu_400_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000179988.15	NE,PR,UP
chr10:clu_401_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000179988.15	PR,UP
chr10:clu_402_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000179988.15	PR
chr10:clu_403_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000179988.15	NE
chr10:clu_404_+	Success	0.05377197265625	2.0	0.947648171561862	0.954482172799087	ENSG00000196177.13	PR
chr10:clu_405_+	Success	3.2628173828125	1.0	0.010633059407606725	0.026207364069336575	ENSG00000154473.18	PR
chr10:clu_406_+	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000107902.14	PR
chr10:clu_407_+	Success	8.927932739257812	1.0	2.3828366568769902e-05	0.0001232603159545011	ENSG00000107902.14	PR
chr10:clu_408_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107902.14	NE,PR
chr10:clu_409_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107938.18	PR
chr10:clu_40_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000148426.13	NE,PR
chr10:clu_410_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107938.18	PR,UP
chr10:clu_411_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107938.18	PR,UP
chr10:clu_412_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000107938.18	NE,PR,UP
chr10:clu_413_+	Success	0.630859375	2.0	0.5321343015378663	0.641626123038035	ENSG00000107949.17	PR
chr10:clu_414_+	Success	0.27001953125	1.0	0.4624165381366294	0.5732323357374193	ENSG00000107949.17	PR
chr10:clu_415_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000203780.12	PR
chr10:clu_416_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000203780.12	PR
chr10:clu_417_+	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000203780.12	PR
chr10:clu_418_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000203780.12	PR
chr10:clu_419_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000150760.13	PR
chr10:clu_41_+	Success	2.9586181640625	3.0	0.11570702557417496	0.19707822648609477	ENSG00000181192.12	PR,UP
chr10:clu_420_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000150760.13	PR,UP
chr10:clu_421_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000132334.17	PR
chr10:clu_422_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000132334.17	PR
chr10:clu_423_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000132334.17	PR
chr10:clu_424_+	Success	1.5731468200683594	1.0	0.07609963377621203	0.14080887527272223	ENSG00000132334.17	NE,PR
chr10:clu_425_+	Success	5.3739013671875	1.0	0.001044032034096263	0.0034718208117963034	ENSG00000108010.12	PR,UP
chr10:clu_426_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000108010.12	NE
chr10:clu_427_+	Success	1.8490028381347656	1.0	0.05447754613605822	0.10666398051873081	ENSG00000175470.20	PR,UP
chr10:clu_428_+	Success	7.300811767578125	2.0	0.0006749906172369055	0.002547937555155526	ENSG00000175470.20	PR,UP
chr10:clu_429_+	Success	2.325958251953125	1.0	0.03101889725059558	0.06631080585714055	ENSG00000175470.20	PR,UP
chr10:clu_42_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000065665.21	PR,UP
chr10:clu_430_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000188385.13	PR
chr10:clu_431_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000151640.13	NE,PR
chr10:clu_432_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000151640.13	PR
chr10:clu_433_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148814.18	PR
chr10:clu_434_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148814.18	PR,UP
chr10:clu_435_+	Success	13.1005859375	2.0	2.044032598222975e-06	1.451609590941401e-05	ENSG00000148814.18	PR,UP
chr10:clu_436_+	Success	6.77972412109375	2.0	0.0011365884158403606	0.003663311894131624	ENSG00000148814.18	PR
chr10:clu_437_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148814.18	PR
chr10:clu_438_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148814.18	NE,PR,UP
chr10:clu_439_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000171813.14	PR
chr10:clu_43_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000065665.21	PR,UP
chr10:clu_440_+	Success	3.2784423828125	2.0	0.03768691289672219	0.07856127613794328	ENSG00000068383.19	PR,UP
chr10:clu_441_+	Success	0.949737548828125	1.0	0.16813708407153227	0.26889098559531305	ENSG00000068383.19	PR
chr10:clu_442_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000197177.16	PR
chr10:clu_443_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000171798.19	PR
chr10:clu_444_+	Success	0.794677734375	2.0	0.4517267874835368	0.5633140593916723	ENSG00000148832.16,ENSG00000254536.2	PR
chr10:clu_445_+	Success	4.0411376953125	4.0	0.08861041251743608	0.1600334605379557	ENSG00000148832.16,ENSG00000254536.2	NE,PR
chr10:clu_446_+	Success	1.1380615234375	1.0	0.13137992613255162	0.21758177489936414	ENSG00000254536.2,ENSG00000148824.19	NE,PR
chr10:clu_447_+	Success	2.366455078125	1.0	0.029590777320822048	0.06424111760323543	ENSG00000254536.2,ENSG00000148824.19	PR
chr10:clu_448_+	Success	0.05283355712890625	1.0	0.7451320405723723	0.8046657860820206	ENSG00000254536.2,ENSG00000148824.19	PR,UP
chr10:clu_449_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000214279.13	PR,UP
chr10:clu_44_+	Success	12.201751708984375	3.0	2.0574314532865187e-05	0.00011195633492559108	ENSG00000065665.21	NE,PR,UP
chr10:clu_450_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000130649.10	PR,UP
chr10:clu_451_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151240.17	PR
chr10:clu_452_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000151240.17	PR
chr10:clu_453_-	Success	9.087127685546875	1.0	2.0158549278178123e-05	0.00011113726509942939	ENSG00000107929.16	PR
chr10:clu_454_-	Success	0.478271484375	3.0	0.8117655946992355	0.8486585777648785	ENSG00000107929.16	NE,PR,UP
chr10:clu_455_-	Success	5.60791015625	3.0	0.010614303647602014	0.026207364069336575	ENSG00000067064.13	NE,PR
chr10:clu_456_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000185736.16	PR,UP
chr10:clu_457_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000185736.16	NE,PR
chr10:clu_458_-	Success	1.2902984619140625	1.0	0.10818085932150061	0.18823378625206638	ENSG00000107959.17	PR
chr10:clu_459_-	Success	3.216400146484375	2.0	0.040099149816240826	0.08195875011221905	ENSG00000107959.17	PR
chr10:clu_45_+	Success	2.22314453125	2.0	0.10826812049343197	0.18823378625206638	ENSG00000151465.14	PR
chr10:clu_460_-	Success	4.67578125	2.0	0.00931824241639791	0.02380697300287027	ENSG00000107959.17	PR
chr10:clu_461_-	Success	0.1046142578125	1.0	0.6473727586029469	0.7343677008569119	ENSG00000107959.17	PR
chr10:clu_462_-	Success	0.0081787109375	1.0	0.8982311681203087	0.9134923772874014	ENSG00000067082.15	NE,PR
chr10:clu_463_-	Success	0.457000732421875	2.0	0.6331798763077978	0.7270068706171077	ENSG00000067082.15	PR,UP
chr10:clu_464_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151632.18	PR
chr10:clu_465_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000196372.13	PR,UP
chr10:clu_466_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000196372.13	PR,UP
chr10:clu_467_-	Success	1.3310546875	2.0	0.26419846748431636	0.3778128255151145	ENSG00000057608.17	PR
chr10:clu_468_-	Success	0.65283203125	3.0	0.727788529939033	0.7982811362420283	ENSG00000057608.17	PR
chr10:clu_469_-	Success	0.6575927734375	2.0	0.5180970114647689	0.6292250660977918	ENSG00000057608.17	PR
chr10:clu_46_+	Success	4.98583984375	2.0	0.006834036094133097	0.01847394273188237	ENSG00000151465.14	PR
chr10:clu_470_-	Success	1.45269775390625	2.0	0.23393832800248207	0.3475892178476595	ENSG00000134461.16	PR
chr10:clu_471_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000134470.21	PR
chr10:clu_472_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000134470.21	PR
chr10:clu_473_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000134470.21	NE,PR
chr10:clu_474_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000134460.19	PR
chr10:clu_475_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000065675.16	PR
chr10:clu_476_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000123243.15	PR
chr10:clu_477_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000123243.15	PR,UP
chr10:clu_478_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000151657.12	PR,UP
chr10:clu_479_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000151657.12	PR,UP
chr10:clu_47_+	Success	6.7392578125	4.0	0.009159606869866325	0.023545247107202395	ENSG00000151465.14	PR
chr10:clu_480_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000225383.8	IN
chr10:clu_481_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000225383.8	IN
chr10:clu_482_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148429.15	PR
chr10:clu_483_-	Success	0.4287872314453125	1.0	0.35441835221745155	0.4655212839470602	ENSG00000151461.20	PR
chr10:clu_484_-	Success	1.0480537414550781	1.0	0.14767466970494256	0.2407614264839336	ENSG00000165609.13	PR
chr10:clu_485_-	Success	9.89495849609375	2.0	5.042827662362843e-05	0.00025154104649167036	ENSG00000165609.13	PR,UP
chr10:clu_486_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151468.11	PR
chr10:clu_487_-	Success	0.03692626953125	1.0	0.7858079195172052	0.8335532108296431	ENSG00000107537.14	PR
chr10:clu_488_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107537.14	PR
chr10:clu_489_-	Success	2.619140625	2.0	0.07286545467876189	0.13690863457579028	ENSG00000086475.15	PR
chr10:clu_48_+	Success	43.170166015625	6.0	1.7413486260535644e-16	5.2116076736888815e-15	ENSG00000123240.17	PR
chr10:clu_490_-	Success	27.16064453125	4.0	4.507383864860153e-11	5.723011634473952e-10	ENSG00000086475.15	PR
chr10:clu_491_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000165626.19	PR
chr10:clu_492_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000165626.19	PR
chr10:clu_493_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000165626.19	PR
chr10:clu_494_-	Success	24.39593505859375	2.0	2.5408558277571312e-11	3.4342535220330257e-10	ENSG00000151474.23	PR
chr10:clu_495_-	Success	0.363922119140625	2.0	0.6949453155737905	0.7785617305492466	ENSG00000151474.23	PR,UP
chr10:clu_496_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151474.23	PR
chr10:clu_497_-	Success	1.386260986328125	1.0	0.0958949653540196	0.17170936103988982	ENSG00000065809.14	PR,UP
chr10:clu_498_-	Success	46.3778076171875	5.0	1.770811627922719e-18	6.745182473632903e-17	ENSG00000065809.14	NE,PR
chr10:clu_499_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152457.19	PR,UP
chr10:clu_49_+	Success	10.336669921875	3.0	0.00012306840411908937	0.0005666556189659169	ENSG00000123240.17	PR,UP
chr10:clu_4_+	Success	1.55712890625	2.0	0.21074025848557215	0.32226338797611215	ENSG00000015171.21	PR
chr10:clu_500_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152457.19	PR,UP
chr10:clu_501_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152457.19	PR,UP
chr10:clu_502_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152457.19	PR,UP
chr10:clu_503_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152457.19	PR,UP
chr10:clu_504_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152457.19	PR,UP
chr10:clu_505_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000176244.7	PR,UP
chr10:clu_506_-	Success	3.2383270263671875	1.0	0.010930054759264719	0.02662612176820882	ENSG00000152465.18	PR,UP
chr10:clu_507_-	Success	24.876617431640625	2.0	1.5711668993689123e-11	2.2700652787433595e-10	ENSG00000152465.18	PR
chr10:clu_508_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148468.17	PR,UP
chr10:clu_509_-	Success	34.14208984375	3.0	9.94500099885312e-15	1.9842644850092653e-13	ENSG00000148481.14	NE,PR
chr10:clu_50_+	Success	0.063232421875	1.0	0.7221259436763808	0.7941490036755999	ENSG00000123240.17	PR
chr10:clu_510_-	Success	0.7983245849609375	1.0	0.20637871933798912	0.31908739262958463	ENSG00000148484.18	PR,UP
chr10:clu_511_-	Success	2.6021728515625	2.0	0.07411236796026123	0.13862983113995292	ENSG00000148484.18	PR
chr10:clu_512_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107614.22	PR,UP
chr10:clu_513_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107614.22	PR,UP
chr10:clu_514_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000165996.14	PR
chr10:clu_515_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000240291.1	IN
chr10:clu_516_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000241058.4	PR,UP
chr10:clu_517_-	Success	0.06903839111328125	1.0	0.7102004862031233	0.7893209647721715	ENSG00000241058.4	NE,PR
chr10:clu_518_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000241058.4	NE
chr10:clu_519_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000078114.19	PR
chr10:clu_51_+	Success	0.194427490234375	1.0	0.5329018873919718	0.641626123038035	ENSG00000123240.17	PR
chr10:clu_520_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000078114.19	PR,UP
chr10:clu_521_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000078114.19	PR,UP
chr10:clu_522_-	Success	3.44183349609375	2.0	0.032005948715693906	0.06772976016098863	ENSG00000136770.11	PR,UP
chr10:clu_523_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000150867.14	PR,UP
chr10:clu_524_-	Success	4.794769287109375	2.0	0.008272907273961851	0.021530112719192643	ENSG00000150867.14	PR
chr10:clu_525_-	Success	50.74755859375	4.0	4.726124930911514e-21	2.4753079325649054e-19	ENSG00000107863.20	NE,PR,UP
chr10:clu_526_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000107863.20	PR
chr10:clu_527_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107863.20	PR,UP
chr10:clu_528_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107863.20	PR
chr10:clu_529_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107863.20	NE,PR
chr10:clu_52_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000065328.17	PR
chr10:clu_530_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000099256.19	PR
chr10:clu_531_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000099256.19	PR
chr10:clu_532_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151023.17	PR
chr10:clu_533_-	Success	110.01220703125	8.0	3.805159347666072e-43	7.971808833360421e-41	ENSG00000136754.18	PR
chr10:clu_534_-	Success	46.487060546875	2.0	6.4703254329260406e-21	3.0122959515511234e-19	ENSG00000136754.18	PR
chr10:clu_535_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000136754.18	PR
chr10:clu_536_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107890.17	PR
chr10:clu_537_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107890.17	PR,UP
chr10:clu_538_-	Success	2.47900390625	4.0	0.2916333584912241	0.4046171430722613	ENSG00000136758.20	PR
chr10:clu_539_-	Success	1.176513671875	2.0	0.3083518826889795	0.4181211613161243	ENSG00000136758.20	PR
chr10:clu_53_+	Success	4.284210205078125	2.0	0.013784504154586433	0.03256146798718569	ENSG00000165630.15	PR
chr10:clu_540_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000136758.20	PR
chr10:clu_541_-	Success	6.08856201171875	2.0	0.002268668889627103	0.006741647267757136	ENSG00000107897.20	PR
chr10:clu_542_-	Success	7.0858154296875	2.0	0.0008368920823256905	0.0029716761228344435	ENSG00000107897.20	PR
chr10:clu_543_-	Success	2.72540283203125	2.0	0.06551980392553929	0.12553880734288372	ENSG00000107897.20	PR
chr10:clu_544_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000150051.14	PR
chr10:clu_545_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000254635.6	IN
chr10:clu_546_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000165757.9	NE,PR
chr10:clu_547_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000107951.15	PR
chr10:clu_548_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000183621.15	PR
chr10:clu_549_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000183621.15	PR
chr10:clu_54_+	Success	32.75750732421875	2.0	5.937386602736733e-15	1.2438824932733456e-13	ENSG00000165630.15	PR
chr10:clu_550_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000183621.15	PR
chr10:clu_551_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000237036.7	IN
chr10:clu_552_-	Success	24.46185302734375	4.0	6.056785870575344e-10	6.5071622558232535e-09	ENSG00000165322.18	PR
chr10:clu_553_-	Success	1.5145263671875	2.0	0.2199123178750243	0.3314505798188316	ENSG00000165322.18	PR
