intron	logef_Brain-FrontalCortex_BA9	psi_Cells-EBV-transformedlymphocytes	psi_Brain-FrontalCortex_BA9	deltapsi_Brain-FrontalCortex_BA9
chr10:68721282:68722454:clu_162_+:PR	0.21581726	0.35212395	0.39428604	0.04216209
chr10:68721288:68722454:clu_162_+:PR	-0.044753652	0.055591725	0.047969084	-0.0076226406
chr10:68721406:68722454:clu_162_+:PR	-0.22399718	0.025078006	0.018088384	-0.0069896225
chr10:68722577:68736875:clu_162_+:PR	0.052933607	0.5672063	0.53965646	-0.027549863
chr10:68737048:68737844:clu_163_+:PR	0.13908225	0.25911003	0.29044554	0.031335503
chr10:68737048:68740628:clu_163_+:PR	-0.39779449	0.038953107	0.02552466	-0.013428448
chr10:68737048:68742427:clu_163_+:NE	0.26661992	0.01130288	0.014393238	0.0030903583
chr10:68737889:68740628:clu_163_+:PR	0.006618189	0.27816695	0.27312258	-0.005044371
chr10:68740661:68742375:clu_163_+:PR	-0.014525771	0.412467	0.39651403	-0.015952975
chr10:68754827:68755369:clu_164_+:PR	-0.67069876	0.9795581	0.92608976	-0.053468347
chr10:68755285:68755369:clu_164_+:UP	0.6706987	0.02044186	0.07391027	0.053468414
chr10:68755536:68756272:clu_165_+:PR	-0.25820702	0.4276722	0.3849291	-0.042743117
chr10:68755536:68757293:clu_165_+:PR	0.43699244	0.06916587	0.124762125	0.055596255
chr10:68756483:68757293:clu_165_+:PR	-0.1787855	0.5031619	0.4903088	-0.012853116
chr10:68901471:68906225:clu_167_+:UP	0.66316396	0.04956734	0.10986354	0.0602962
chr10:68901471:68906283:clu_167_+:UP	-0.26609117	0.026386952	0.023092812	-0.00329414
chr10:68901471:68906710:clu_167_+:PR	-0.19583096	0.82401675	0.7736371	-0.050379634
chr10:68906337:68906710:clu_167_+:UP	-0.20124176	0.10002899	0.093406536	-0.006622456
chr10:68919981:68934198:clu_168_+:PR	0.106889956	0.56457204	0.5743221	0.009750068
chr10:68919981:68934798:clu_168_+:PR	-0.17662415	0.005204462	0.0039873407	-0.0012171213
chr10:68934360:68934798:clu_168_+:PR	0.06973423	0.43022355	0.42169052	-0.008533031
chr10:68989258:69000423:clu_170_+:PR	0.49589467	0.96258533	0.9857879	0.023202598
chr10:68995278:69000423:clu_170_+:PR	-0.49589464	0.037414722	0.014212096	-0.023202626
chr10:69005915:69008840:clu_171_+:PR	-1.0910008	0.9568254	0.9749773	0.018151939
chr10:69006929:69008840:clu_171_+:UP	5.3021913	3.7895352e-05	0.023082117	0.023044221
chr10:69007751:69008840:clu_171_+:UP	-4.211191	0.04313673	0.0019405622	-0.041196167
chr10:69088236:69097083:clu_173_+:PR	-0.13898025	0.45740432	0.4495243	-0.007880002
chr10:69088236:69103870:clu_173_+:UP	0.24945484	0.0041277944	0.005982273	0.0018544784
chr10:69097231:69103870:clu_173_+:PR	-0.11047463	0.53846794	0.5444934	0.0060254335
chr10:69133047:69155811:clu_174_+:PR	-0.44147882	0.53228897	0.53810334	0.0058143735
chr10:69133047:69157006:clu_174_+:UP	1.107242	0.02128929	0.10126987	0.07998058
chr10:69155887:69157006:clu_174_+:PR	-0.6657633	0.44642177	0.36062682	-0.085794955
chr10:69166110:69168488:clu_175_+:PR	0.1849162	0.55362	0.56523734	0.0116173625
chr10:69166110:69171155:clu_175_+:PR	-0.33224666	0.01113887	0.006780462	-0.0043584085
chr10:69168631:69171155:clu_175_+:PR	0.14733051	0.4352411	0.4279822	-0.007258892
chr10:69180562:69182519:clu_176_+:UP	-0.41564885	0.06946593	0.026888752	-0.042577177
chr10:69180562:69185986:clu_176_+:PR	0.63611007	0.83956957	0.93031174	0.09074217
chr10:69182654:69185986:clu_176_+:UP	-0.22046137	0.09096445	0.04279956	-0.048164893
chr10:69319010:69343826:clu_178_+:PR	-0.29726407	0.992717	0.9868796	-0.0058374405
chr10:69319177:69343826:clu_178_+:NE	0.29726407	0.00728298	0.013120428	0.005837448
chr10:69395105:69398594:clu_179_+:PR	-0.13295743	0.5194982	0.4831618	-0.036336422
chr10:69395105:69400990:clu_179_+:PR	0.12170675	0.0049509327	0.0059401146	0.0009891819
chr10:69398828:69400990:clu_179_+:PR	0.01125066	0.47555086	0.5108981	0.035347253
chr10:72216072:72223887:clu_185_+:PR	-0.8581663	0.07129127	0.028179616	-0.043111652
chr10:72216072:72230365:clu_185_+:NE	-0.34987432	0.025170965	0.016540438	-0.008630527
chr10:72216138:72220053:clu_185_+:PR	0.46793836	0.03601885	0.053622678	0.01760383
chr10:72216138:72223887:clu_185_+:PR	0.24470778	0.068476856	0.08154825	0.013071395
chr10:72220379:72223887:clu_185_+:PR	0.1415217	0.096004136	0.10312113	0.0071169958
chr10:72224056:72230365:clu_185_+:PR	0.033529963	0.2841591	0.2739801	-0.010178983
chr10:72224056:72233000:clu_185_+:PR	0.19467121	0.0020095329	0.002276331	0.00026679807
chr10:72230440:72233000:clu_185_+:PR	0.12567154	0.4168693	0.44073138	0.023862064
chr10:73228160:73230421:clu_189_+:PR	-0.106861174	0.35029376	0.30333424	-0.04695952
chr10:73228184:73230421:clu_189_+:PR	0.10686116	0.6497062	0.69666576	0.04695958
chr10:73233163:73234816:clu_190_+:PR	1.3103871	0.9545245	0.9965462	0.04202169
chr10:73233197:73234816:clu_190_+:UP	-1.310387	0.045475416	0.0034538158	-0.0420216
chr10:73234940:73235192:clu_191_+:PR	-0.109697655	0.62189454	0.62131745	-0.00057709217
chr10:73234940:73239311:clu_191_+:PR	0.26627484	0.036330316	0.052862633	0.016532317
chr10:73235318:73239311:clu_191_+:PR	-0.15657724	0.3417751	0.32581997	-0.01595512
chr10:73744437:73746629:clu_195_+:PR	-0.1929853	0.1469061	0.08784285	-0.05906324
chr10:73744437:73746804:clu_195_+:PR	0.5591698	0.6309879	0.8004689	0.16948104
chr10:73746716:73746804:clu_195_+:PR	-0.36618462	0.22210597	0.11168821	-0.11041775
chr10:73747004:73751107:clu_196_+:PR	-0.5007135	0.5603002	0.56748474	0.007184565
chr10:73747004:73759621:clu_196_+:UP	0.12962675	0.010095863	0.019205699	0.009109836
chr10:73751243:73751716:clu_196_+:UP	0.99312073	0.007722022	0.034836005	0.027113983
chr10:73751243:73759621:clu_196_+:PR	-0.622034	0.421882	0.37847358	-0.043408424
chr10:73760849:73762097:clu_197_+:PR	1.2125167	0.025737362	0.35921922	0.33348185
chr10:73760849:73763489:clu_197_+:PR	-2.2786431	0.954788	0.40598607	-0.54880196
chr10:73762166:73763489:clu_197_+:PR	1.0661268	0.019474622	0.23479469	0.21532007
chr10:73767931:73768809:clu_198_+:UP	0.31936166	0.005749659	0.0108345095	0.0050848504
chr10:73768007:73768809:clu_198_+:PR	-0.31936163	0.99425036	0.98916554	-0.0050848126
chr10:73793698:73793864:clu_201_+:PR	0.8044727	0.017529711	0.0818684	0.06433869
chr10:73793719:73793864:clu_201_+:PR	-0.8044726	0.9824703	0.9181316	-0.064338684
chr10:73794330:73794540:clu_202_+:PR	-0.27015826	0.5738154	0.43957648	-0.13423893
chr10:73794330:73794555:clu_202_+:PR	0.27015823	0.42618456	0.56042355	0.13423899
chr10:73795663:73796320:clu_203_+:UP	-0.008069634	0.06546062	0.039698444	-0.025762178
chr10:73795663:73796773:clu_203_+:PR	0.6318168	0.79541695	0.91471833	0.11930138
chr10:73796403:73796773:clu_203_+:UP	-0.6237472	0.13912238	0.04558322	-0.09353916
chr10:73797605:73797780:clu_204_+:PR	-0.23003304	0.9548921	0.9303758	-0.024516284
chr10:73797605:73797935:clu_204_+:UP	0.23003303	0.04510784	0.06962421	0.024516366
chr10:73800170:73800295:clu_205_+:PR	-0.02890025	0.72095495	0.7091796	-0.011775374
chr10:73800194:73800295:clu_205_+:PR	0.028900249	0.2790451	0.29082042	0.011775315
chr10:73800759:73801016:clu_206_+:PR	-0.7462101	0.9032025	0.67719364	-0.22600883
chr10:73800759:73801084:clu_206_+:PR	0.74621004	0.09679755	0.32280633	0.22600877
chr10:74151343:74174415:clu_208_+:PR	-0.71347696	0.012949926	0.0039763083	-0.008973617
chr10:74151343:74200763:clu_208_+:PR	1.0396706	0.41628343	0.73787725	0.32159382
chr10:74176886:74200763:clu_208_+:PR	-0.32619387	0.5707666	0.25814646	-0.31262016
chr10:74525426:74527759:clu_209_+:UP	0.33600563	0.0074824085	0.014547543	0.007065134
chr10:74525426:74589281:clu_209_+:PR	-0.3360056	0.9925176	0.9854524	-0.007065177
chr10:75210212:75211133:clu_212_+:PR	0.6219845	0.0014237446	0.0029037104	0.0014799658
chr10:75210716:75211133:clu_212_+:PR	-0.53298986	0.008907035	0.0057234177	-0.0031836173
chr10:75210938:75211133:clu_212_+:PR	-0.08899453	0.9896692	0.9913728	0.00170362
chr10:75214070:75217887:clu_213_+:UP	-0.26899734	0.014592159	0.007250551	-0.0073416075
chr10:75214070:75219062:clu_213_+:PR	0.44734886	0.96534115	0.98183274	0.016491592
chr10:75217991:75219062:clu_213_+:UP	-0.17835161	0.020066634	0.010916742	-0.009149892
chr10:78033904:78035351:clu_214_+:PR	-0.6628291	0.9991925	0.9969667	-0.0022257566
chr10:78033986:78035351:clu_214_+:UP	0.66282904	0.00080752623	0.0030332922	0.002225766
chr10:78037304:78037329:clu_215_+:UP	-0.63571733	0.0016981262	0.00047632057	-0.0012218056
chr10:78037304:78037438:clu_215_+:PR	1.6308352	0.01582528	0.04281856	0.02699328
chr10:78037304:78037964:clu_215_+:PR	4.4160614	0.0033833622	0.14833286	0.1449495
chr10:78037304:78040200:clu_215_+:PR	-2.2167299	0.003857607	0.00022264979	-0.0036349571
chr10:78037304:78040203:clu_215_+:PR	0.97644365	0.19960316	0.28070456	0.0811014
chr10:78037304:78040614:clu_215_+:PR	-5.9300046	0.60172445	0.0008473197	-0.6008771
chr10:78037304:78048980:clu_215_+:UP	-2.3830307	0.0042140214	0.00020595753	-0.004008064
chr10:78037304:78054530:clu_215_+:PR	-1.7359625	0.0038356136	0.000358042	-0.0034775715
chr10:78037982:78040203:clu_215_+:PR	4.418397	0.0035486876	0.15594482	0.15239614
chr10:78040225:78040614:clu_215_+:PR	1.4597086	0.16230974	0.37008882	0.20777908
chr10:79352392:79353644:clu_219_+:PR	0.4949318	0.017337482	0.045324177	0.027986694
chr10:79352392:79353706:clu_219_+:PR	-0.49493173	0.9826625	0.95467585	-0.027986646
chr10:80078786:80081840:clu_220_+:PR	-1.6932535	0.7967843	0.3252093	-0.471575
chr10:80079307:80081639:clu_220_+:UP	0.5214133	0.015973562	0.05970924	0.043735676
chr10:80079307:80081840:clu_220_+:UP	0.864758	0.04259297	0.22443491	0.18184194
chr10:80081734:80081840:clu_220_+:PR	-0.18028581	0.07498277	0.13894956	0.06396679
chr10:80081741:80081840:clu_220_+:PR	0.48736775	0.069666505	0.25169694	0.18203044
chr10:80082204:80086230:clu_221_+:PR	0.016283028	0.09185097	0.07741944	-0.014431536
chr10:80082204:80090379:clu_221_+:PR	-0.23077053	0.060502578	0.039833285	-0.020669293
chr10:80082204:80090796:clu_221_+:PR	0.26907358	0.7292976	0.7915103	0.062212706
chr10:80082217:80090796:clu_221_+:NE	0.2393058	0.04154031	0.043761633	0.0022213235
chr10:80090431:80090796:clu_221_+:PR	-0.29389188	0.076808505	0.047475368	-0.029333137
chr10:80408643:80420465:clu_223_+:PR	-0.3905616	0.6774225	0.7250886	0.047666073
chr10:80408643:80420482:clu_223_+:PR	-0.9195639	0.30891705	0.19481866	-0.114098385
chr10:80413876:80420465:clu_223_+:PR	1.3101256	0.013660376	0.08009275	0.06643237
chr10:80454371:80463087:clu_224_+:PR	-0.2315796	0.028496169	0.020002324	-0.008493844
chr10:80454371:80489216:clu_224_+:PR	-0.046902183	0.4794792	0.40482578	-0.07465342
chr10:80468687:80489216:clu_224_+:PR	0.27848178	0.4920246	0.5751719	0.08314729
chr10:80489314:80504727:clu_225_+:PR	0.34024552	0.43441746	0.47671813	0.04230067
chr10:80489314:80507227:clu_225_+:PR	-0.481857	0.0076645743	0.0036966458	-0.0039679287
chr10:80504778:80507198:clu_225_+:PR	-0.0365312	0.0057642795	0.004339777	-0.0014245026
chr10:80504778:80507227:clu_225_+:PR	0.17814277	0.55215377	0.5152454	-0.03690839
chr10:84425893:84438511:clu_233_+:PR	0.10355419	0.39750853	0.44800156	0.05049303
chr10:84438707:84463932:clu_233_+:PR	-0.10355418	0.60249144	0.5519985	-0.050492942
chr10:84477664:84499874:clu_235_+:PR	3.2942827	8.290316e-05	0.2640718	0.26398888
chr10:84477664:84513448:clu_235_+:PR	-7.079924	0.97707236	0.097188935	-0.8798834
chr10:84499959:84507293:clu_235_+:UP	3.226542	7.069853e-05	0.21044654	0.21037585
chr10:84499959:84513448:clu_235_+:PR	-2.7576492	0.02269483	0.17012069	0.14742586
chr10:84507333:84513448:clu_235_+:NE	3.3167505	7.925029e-05	0.2581721	0.25809285
chr10:87170974:87175888:clu_243_+:PR	0.04131493	0.3287301	0.31527832	-0.013451785
chr10:87170974:87180074:clu_243_+:PR	-0.33746168	0.25128734	0.16501547	-0.08627187
chr10:87176095:87180074:clu_243_+:PR	0.2961468	0.41998246	0.51970625	0.099723786
chr10:89003194:89007699:clu_250_+:PR	-0.22343999	0.32726336	0.31610614	-0.011157215
chr10:89007837:89008888:clu_250_+:PR	-0.2496101	0.3089887	0.29074526	-0.018243432
chr10:89007837:89010538:clu_250_+:PR	0.59963554	0.005344373	0.011756809	0.0064124363
chr10:89008997:89010538:clu_250_+:PR	-0.12658542	0.35840356	0.38139173	0.02298817
chr10:89010600:89010752:clu_251_+:PR	-0.19362469	0.25330642	0.20573056	-0.04757586
chr10:89010600:89011998:clu_251_+:PR	-0.56589216	0.02322841	0.013001648	-0.010226763
chr10:89010815:89011998:clu_251_+:PR	-0.16269597	0.21781744	0.1824641	-0.035353348
chr10:89012081:89012198:clu_251_+:NE	0.41854948	0.0017352314	0.0025994044	0.00086417305
chr10:89012081:89013342:clu_251_+:PR	0.15402876	0.24927573	0.28662667	0.037350938
chr10:89012335:89013342:clu_251_+:NE	0.13856275	0.004705649	0.005327694	0.00062204525
chr10:89013367:89014118:clu_251_+:PR	0.21107177	0.24993116	0.3042499	0.054318756
chr10:89328078:89338660:clu_252_+:PR	0.9643585	0.40766686	0.82564884	0.41798198
chr10:89332627:89338660:clu_252_+:PR	-0.9643584	0.5923331	0.1743512	-0.41798186
chr10:89392717:89402280:clu_253_+:PR	0.08521837	0.9934131	0.99443954	0.0010264516
chr10:89393341:89402280:clu_253_+:PR	-0.08521836	0.006586867	0.005560421	-0.001026446
chr10:90894891:90895453:clu_256_+:PR	0.31347084	0.29427177	0.29072705	-0.003544718
chr10:90894891:90895879:clu_256_+:PR	-1.719172	0.02143141	0.002773461	-0.018657949
chr10:90894891:90900569:clu_256_+:UP	0.7112191	0.0013897127	0.0020436274	0.00065391476
chr10:90895483:90895879:clu_256_+:PR	0.2964962	0.28648967	0.2782748	-0.008214861
chr10:90896392:90900569:clu_256_+:PR	0.39798623	0.39641747	0.4261811	0.029763639
chr10:91163081:91222688:clu_258_+:PR	0.526397	0.28557548	0.53390366	0.24832818
chr10:91220836:91222688:clu_258_+:PR	-0.52639693	0.7144245	0.4660963	-0.24832818
chr10:91222983:91227336:clu_259_+:UP	-0.19796224	0.525579	0.42714256	-0.098436415
chr10:91222983:91240483:clu_259_+:PR	0.19796222	0.47442096	0.57285744	0.098436475
chr10:92311337:92340672:clu_261_+:PR	0.52534604	0.97017443	0.98936385	0.019189417
chr10:92333625:92340672:clu_261_+:UP	-0.525346	0.029825523	0.01063615	-0.019189373
chr10:94511654:94521954:clu_271_+:PR	-0.025161494	0.5578434	0.5453974	-0.012445986
chr10:94522453:94531201:clu_271_+:PR	0.025161492	0.44215667	0.45460263	0.0124459565
chr10:95755766:95823236:clu_275_+:PR	2.1906836	0.024847185	0.1735791	0.14873192
chr10:95755766:95839690:clu_275_+:PR	1.1215117	0.0039007391	0.009354737	0.0054539973
chr10:95756255:95823236:clu_275_+:PR	-0.13522677	0.35935813	0.24525486	-0.11410327
chr10:95756255:95839690:clu_275_+:NE	-3.40432	0.029641015	0.0007695451	-0.028871471
chr10:95823364:95839690:clu_275_+:PR	0.22735214	0.5822529	0.5710417	-0.011211216
chr10:97426446:97427100:clu_286_+:UP	-0.46300974	0.0037727128	0.0021601187	-0.0016125941
chr10:97426446:97430378:clu_286_+:PR	0.095504396	0.9938858	0.99476385	0.000878036
chr10:97427928:97430378:clu_286_+:UP	0.3675053	0.002341423	0.0030760386	0.0007346156
chr10:97446353:97450356:clu_287_+:PR	-0.25241023	0.08561411	0.05970595	-0.025908157
chr10:97446353:97451670:clu_287_+:PR	0.13810648	0.8305769	0.8559558	0.025378883
chr10:97450536:97451670:clu_287_+:PR	0.114303716	0.083808996	0.08433826	0.0005292669
chr10:97451918:97452089:clu_288_+:PR	-0.25694513	0.3592318	0.41998845	0.060756654
chr10:97451918:97452414:clu_288_+:PR	0.78394634	0.003376351	0.011177987	0.007801636
chr10:97452284:97452414:clu_288_+:PR	-0.52700126	0.63739187	0.5688336	-0.068558276
chr10:97452503:97452806:clu_289_+:UP	-0.124464154	0.048708703	0.053869553	0.0051608495
chr10:97452503:97452894:clu_289_+:PR	-0.5047926	0.80894953	0.61162275	-0.19732678
chr10:97452503:97453617:clu_289_+:PR	0.62925684	0.1423418	0.33450764	0.19216585
chr10:97452923:97453529:clu_290_+:PR	0.6015465	0.87779593	0.9598754	0.08207947
chr10:97452923:97455601:clu_290_+:PR	-0.60154647	0.122204095	0.040124565	-0.08207953
chr10:97453663:97453798:clu_291_+:PR	0.21249309	0.45926288	0.4578742	-0.001388669
chr10:97453663:97454713:clu_291_+:PR	-0.57700473	0.12075114	0.054664012	-0.06608713
chr10:97453846:97454713:clu_291_+:PR	0.3645118	0.41998604	0.48746178	0.067475736
chr10:97454799:97455638:clu_292_+:PR	-1.1140869	0.032396216	0.006040729	-0.026355486
chr10:97454799:97455659:clu_292_+:PR	0.6040393	0.84176487	0.87490016	0.033135295
chr10:97454799:97455713:clu_292_+:PR	0.51004744	0.12583895	0.119059116	-0.0067798346
chr10:97737321:97738476:clu_294_+:PR	0.50479966	0.29964232	0.34052876	0.040886432
chr10:97737321:97744728:clu_294_+:PR	-0.44187862	0.011530829	0.0050848005	-0.006446028
chr10:97737325:97738476:clu_294_+:PR	-0.44494465	0.06716963	0.029529413	-0.037640214
chr10:97743164:97744728:clu_294_+:PR	0.3820237	0.62165725	0.6248571	0.0031998754
chr10:97738674:97743093:clu_295_+:PR	0.3599352	0.50624603	0.52487504	0.018629014
chr10:97738674:97748268:clu_295_+:PR	-0.6560011	0.008579918	0.0032207866	-0.005359132
chr10:97744915:97748268:clu_295_+:PR	0.29606605	0.48517403	0.47190422	-0.013269812
chr10:97750470:97751375:clu_296_+:PR	-0.12810236	0.25899202	0.21291909	-0.04607293
chr10:97750470:97751390:clu_296_+:PR	0.12810235	0.741008	0.78708094	0.04607296
chr10:97751462:97752856:clu_297_+:PR	2.1862507	0.006289474	0.3832361	0.37694663
chr10:97751462:97753037:clu_297_+:PR	-4.2044516	0.98368794	0.10052238	-0.88316554
chr10:97752877:97753037:clu_297_+:PR	2.0182016	0.010022675	0.5162415	0.5062188
chr10:97757723:97757867:clu_298_+:UP	-0.670195	0.0237139	0.006317562	-0.017396338
chr10:97757723:97759235:clu_298_+:PR	0.6701949	0.9762861	0.99368244	0.01739633
chr10:99732409:99736245:clu_303_+:PR	0.144679	0.93885785	0.95350593	0.01464808
chr10:99732560:99736245:clu_303_+:PR	-0.14467898	0.06114215	0.046494078	-0.014648072
chr10:99747390:99750368:clu_304_+:PR	0.103271216	0.4789514	0.48788288	0.008931488
chr10:99747390:99754528:clu_304_+:UP	-0.2478983	0.11912482	0.08541131	-0.033713512
chr10:99750396:99754528:clu_304_+:PR	0.14462712	0.40192384	0.42670578	0.024781942
chr10:100536050:100536410:clu_305_+:NE	-0.012746933	0.07102517	0.06936135	-0.001663819
chr10:100536135:100536410:clu_305_+:PR	0.012746932	0.9289748	0.9306386	0.001663804
chr10:101430452:101461980:clu_313_+:PR	-0.099473625	0.33395857	0.43487433	0.10091576
chr10:101430452:101479367:clu_313_+:PR	0.73477054	0.025744021	0.07720671	0.051462688
chr10:101462058:101479367:clu_313_+:PR	-0.635297	0.6402974	0.48791897	-0.15237844
chr10:101587457:101594657:clu_314_+:NE	2.742995	7.028917e-05	0.01667822	0.01660793
chr10:101588400:101594657:clu_314_+:PR	-2.7429948	0.9999297	0.9833218	-0.01660794
chr10:101594738:101596592:clu_315_+:UP	3.9881616	8.765788e-06	0.024884205	0.02487544
chr10:101594738:101600737:clu_315_+:PR	-3.9881613	0.99999124	0.9751158	-0.024875462
chr10:101601336:101605139:clu_316_+:PR	0.89178497	0.01736617	0.050088357	0.032722186
chr10:101601336:101608834:clu_316_+:PR	-0.2510745	0.4140836	0.38087556	-0.033208042
chr10:101601336:101608866:clu_316_+:UP	-1.3878171	0.008253832	0.0024359568	-0.0058178753
chr10:101601336:101609366:clu_316_+:PR	-0.44082102	0.0062388335	0.0047467086	-0.001492125
chr10:101605212:101608866:clu_316_+:PR	0.6555478	0.006385433	0.014542074	0.00815664
chr10:101608937:101609366:clu_316_+:PR	-0.1768484	0.5443113	0.53923535	-0.0050759315
chr10:101609044:101609366:clu_316_+:NE	0.70922863	0.003360823	0.008075977	0.004715154
chr10:102144307:102145019:clu_317_+:PR	-1.6984873	0.3624995	0.12588933	-0.23661017
chr10:102144307:102148371:clu_317_+:PR	3.4963949	0.010810436	0.6770697	0.6662593
chr10:102147392:102148371:clu_317_+:PR	-1.7979082	0.6266901	0.19704092	-0.42964917
chr10:102152530:102157018:clu_318_+:PR	-0.9836097	0.30822614	0.28892624	-0.019299895
chr10:102152530:102159192:clu_318_+:UP	2.7688692	0.0002913309	0.011640855	0.011349524
chr10:102157555:102158048:clu_318_+:PR	-0.7973156	0.27576318	0.31142983	0.035666645
chr10:102158214:102159192:clu_318_+:PR	-0.98794436	0.41571936	0.38800305	-0.027716309
chr10:102157074:102157185:clu_319_+:PR	-0.100089096	0.5366928	0.48671743	-0.049975365
chr10:102157074:102157188:clu_319_+:PR	0.10008909	0.46330723	0.51328254	0.049975306
chr10:102159308:102159432:clu_320_+:PR	0.5055288	0.8542306	0.9415432	0.08731264
chr10:102159338:102159432:clu_320_+:PR	-0.50552875	0.14576943	0.05845678	-0.08731265
chr10:102160024:102160232:clu_321_+:PR	-0.11270785	0.49531722	0.4572703	-0.038046926
chr10:102160024:102160451:clu_321_+:PR	0.07295396	0.0021457872	0.0023851083	0.00023932103
chr10:102160343:102160451:clu_321_+:PR	0.039753873	0.50253695	0.5403446	0.037807643
chr10:102359435:102360183:clu_322_+:PR	0.017637298	0.5245515	0.4852262	-0.039325297
chr10:102359435:102361021:clu_322_+:UP	-0.2021256	0.013951597	0.010359486	-0.0035921112
chr10:102360395:102361021:clu_322_+:PR	0.18448833	0.4614969	0.50441426	0.04291737
chr10:102450330:102451398:clu_327_+:IN	-0.19316033	0.09603395	0.08326861	-0.0127653405
chr10:102450330:102455336:clu_327_+:IN	-0.16527617	0.566964	0.50550085	-0.061463118
chr10:102451018:102451398:clu_327_+:IN	0.21532157	0.024457624	0.031905994	0.0074483696
chr10:102452187:102455336:clu_327_+:IN	0.14311494	0.3125445	0.3793245	0.06678
chr10:102645187:102654652:clu_332_+:PR	-0.022740029	0.43606132	0.42491162	-0.011149704
chr10:102654748:102655079:clu_332_+:PR	0.022740027	0.5639387	0.57508844	0.011149764
chr10:102656137:102656244:clu_333_+:UP	0.05499647	0.048632286	0.05398153	0.005349245
chr10:102656137:102656269:clu_333_+:PR	-0.054996468	0.9513677	0.94601846	-0.005349219
chr10:104008356:104010815:clu_342_+:PR	-0.13042933	0.03438325	0.034268476	-0.00011477247
chr10:104008356:104018159:clu_342_+:PR	-0.14340279	0.93471014	0.919582	-0.015128136
chr10:104010908:104018159:clu_342_+:PR	0.27383214	0.030906532	0.046149455	0.015242923
chr10:104254499:104255162:clu_344_+:PR	0.937043	0.00040446594	0.01712034	0.016715875
chr10:104254573:104255162:clu_344_+:NE	1.9777316	0.0007074601	0.08478088	0.08407342
chr10:104254962:104255162:clu_344_+:PR	-2.914775	0.9988881	0.89809877	-0.10078931
chr10:104259798:104262978:clu_345_+:PR	-0.65660334	0.5947349	0.5119128	-0.082822084
chr10:104259798:104266083:clu_345_+:PR	1.0223469	0.0062106205	0.028652756	0.022442136
chr10:104263077:104266083:clu_345_+:PR	-0.3657437	0.39905453	0.45943442	0.060379893
chr10:110006151:110100624:clu_348_+:PR	8.775895	1.5804979e-05	0.12824485	0.12822904
chr10:110008299:110075617:clu_348_+:NE	-0.33898503	0.010247605	0.009148003	-0.0010996023
chr10:110008299:110079239:clu_348_+:NE	-0.3634271	0.017687043	0.015407925	-0.0022791186
chr10:110008299:110100624:clu_348_+:PR	-0.21782811	0.78392607	0.78994477	0.006018698
chr10:110075709:110100624:clu_348_+:NE	-0.04185368	0.008754914	0.010519576	0.0017646626
chr10:110077118:110079239:clu_348_+:NE	-3.1099796	0.03092158	0.0017279766	-0.029193604
chr10:110077118:110100624:clu_348_+:NE	-4.216897	0.092203915	0.0017033248	-0.09050059
chr10:110079297:110100624:clu_348_+:NE	-0.4869244	0.05624304	0.04330354	-0.012939498
chr10:110100848:110105999:clu_349_+:UP	0.3553315	0.030969588	0.07136765	0.04039806
chr10:110100848:110112776:clu_349_+:PR	-0.56572723	0.93218434	0.85517883	-0.077005506
chr10:110106053:110112776:clu_349_+:UP	0.21039586	0.036846075	0.07345348	0.036607403
chr10:110112915:110116258:clu_350_+:PR	0.860988	0.5764331	0.5576738	-0.01875931
chr10:110112915:110117341:clu_350_+:UP	-1.8219463	0.010508192	0.0006949855	-0.009813206
chr10:110116410:110117341:clu_350_+:PR	0.96095854	0.41305867	0.44163114	0.02857247
chr10:110130486:110132304:clu_351_+:PR	-1.5726368	0.49356928	0.18193668	-0.3116326
chr10:110130486:110133325:clu_351_+:PR	3.1722596	0.015140408	0.6417885	0.62664807
chr10:110132400:110133325:clu_351_+:PR	-1.5996233	0.49129036	0.17627482	-0.31501555
chr10:110208082:110228188:clu_352_+:PR	-1.4781362	0.69464403	0.23799519	-0.45664883
chr10:110226283:110228188:clu_352_+:PR	0.49351782	0.29858163	0.734763	0.4361814
chr10:110227386:110228188:clu_352_+:NE	0.9846182	0.0067743827	0.027241822	0.02046744
chr10:110228321:110244827:clu_353_+:PR	-0.14038458	0.5005793	0.47826824	-0.022311062
chr10:110228321:110279179:clu_353_+:PR	-0.32869646	0.0172488	0.0136513235	-0.0035974765
chr10:110244857:110245742:clu_353_+:UP	0.009842923	0.0027439552	0.003046622	0.0003026668
chr10:110244857:110279179:clu_353_+:PR	-0.048939716	0.47544125	0.49774796	0.02230671
chr10:110244873:110279179:clu_353_+:UP	0.5081778	0.003986696	0.0072858264	0.0032991306
chr10:110872018:110875965:clu_354_+:PR	0.52128595	0.3047245	0.44099373	0.13626921
chr10:110872018:110881232:clu_354_+:NE	0.21053323	0.013435397	0.014250079	0.0008146819
chr10:110876070:110876669:clu_354_+:PR	-0.84936804	0.034783587	0.01278297	-0.022000616
chr10:110876070:110881232:clu_354_+:PR	-0.07058324	0.5284892	0.42317063	-0.10531855
chr10:110876070:110881274:clu_354_+:PR	0.002477994	0.08006268	0.06896674	-0.011095941
chr10:110876753:110881232:clu_354_+:PR	0.1856541	0.03850462	0.03983591	0.0013312921
chr10:110890670:110894090:clu_355_+:PR	0.218372	0.33337176	0.28596237	-0.047409385
chr10:110890670:110894411:clu_355_+:PR	1.4775603	0.0019967225	0.006033319	0.0040365965
chr10:110894198:110894411:clu_355_+:PR	0.32336244	0.32598418	0.3105799	-0.015404284
