intron	logef_female	psi_male	psi_female	deltapsi_female
chr1:3739407:3739696:clu_90_-	0.35065374	0.0070400164	0.009670506	0.0026304899
chr1:3739407:3739836:clu_90_-	-0.056120437	0.26320693	0.24072066	-0.02248627
chr1:3739443:3739516:clu_90_-	0.18475193	0.010214588	0.011886294	0.0016717063
chr1:3739443:3739696:clu_90_-	0.18768328	0.007967322	0.009298458	0.0013311356
chr1:3739479:3739836:clu_90_-	-0.7042186	0.011941333	0.0057121995	-0.006229134
chr1:3739515:3739696:clu_90_-	0.347742	0.1061089	0.1453326	0.03922371
chr1:3739515:3739836:clu_90_-	0.049363907	0.1129434	0.11478579	0.001842387
chr1:3739551:3739836:clu_90_-	-0.8623156	0.014885667	0.0060793646	-0.008806302
chr1:3739659:3739800:clu_90_-	0.115049034	0.017493613	0.018986002	0.0014923885
chr1:3739659:3739836:clu_90_-	-0.16392486	0.011595201	0.009520845	-0.0020743562
chr1:3739731:3739800:clu_90_-	0.3373488	0.011747393	0.015923517	0.004176124
chr1:3739731:3739836:clu_90_-	-0.19880012	0.016795186	0.013317903	-0.0034772838
chr1:3739731:3739908:clu_90_-	-0.22229102	0.030129552	0.02333682	-0.0067927316
chr1:3739835:3739908:clu_90_-	-1.2762653	0.025297439	0.006829522	-0.018467916
chr1:3739835:3739980:clu_90_-	0.023326023	0.08412738	0.08330223	-0.0008251518
chr1:3740387:3742430:clu_92_-	-0.091308974	0.13219142	0.11949021	-0.012701206
chr1:3740387:3742804:clu_92_-	0.015041693	0.7408337	0.7447959	0.0039622188
chr1:3742517:3742804:clu_92_-	0.07626727	0.12697488	0.13571389	0.0087390095
chr1:3742911:3743061:clu_93_-	-0.05965236	0.48716062	0.46484506	-0.022315562
chr1:3742957:3743061:clu_93_-	0.034626402	0.25605863	0.26848513	0.012426496
chr1:3742960:3743061:clu_93_-	0.025025945	0.2567807	0.26666975	0.009889036
chr1:3782763:3783770:clu_94_-	-0.17607377	0.017792633	0.012577784	-0.0052148486
chr1:3782763:3783996:clu_94_-	0.17607376	0.98220736	0.9874222	0.00521487
chr1:3835092:3836495:clu_95_-	-0.01351199	0.49442437	0.4908312	-0.0035931766
chr1:3835092:3837292:clu_95_-	0.013475649	0.03093813	0.031553462	0.0006153323
chr1:3836692:3837292:clu_95_-	3.6339276e-05	0.47463745	0.4776154	0.0029779375
chr1:3837345:3838964:clu_96_-	0.019388366	0.06330284	0.06564143	0.0023385957
chr1:3837519:3838964:clu_96_-	-0.019388365	0.9366971	0.93435854	-0.0023385882
chr1:3839776:3844907:clu_97_-	-0.11640741	0.9279256	0.9107184	-0.017207205
chr1:3842067:3844907:clu_97_-	0.1164074	0.07207439	0.089281626	0.017207235
chr1:3891057:3891626:clu_98_-	0.099794075	0.022636058	0.027028266	0.0043922085
chr1:3891057:3892883:clu_98_-	-0.083330266	0.9592456	0.9537122	-0.005533397
chr1:3891779:3892883:clu_98_-	-0.01646379	0.018118327	0.019259518	0.0011411905
chr1:3892996:3895295:clu_99_-	-0.20751409	0.019217493	0.012773107	-0.006444386
chr1:3892996:3900172:clu_99_-	0.20751408	0.9807825	0.9872269	0.0064443946
chr1:6186816:6192930:clu_101_-	0.03767962	0.99508107	0.9954365	0.0003554225
chr1:6186816:6192947:clu_101_-	-0.037679616	0.004918961	0.004563524	-0.00035543693
chr1:6232119:6233474:clu_102_-	0.12657511	0.43335736	0.4516845	0.018327147
chr1:6232119:6234886:clu_102_-	-0.20358579	0.04098481	0.030706115	-0.010278694
chr1:6233643:6234405:clu_102_-	-0.005129084	0.09249548	0.08451058	-0.007984899
chr1:6233643:6234886:clu_102_-	0.11142649	0.3471199	0.35636055	0.009240657
chr1:6234511:6234886:clu_102_-	-0.029286686	0.08604242	0.07673823	-0.009304188
chr1:6234970:6235717:clu_103_-	-0.13663979	0.03548787	0.02723311	-0.008254761
chr1:6234974:6235717:clu_103_-	0.13663977	0.9645121	0.9727669	0.008254766
chr1:6349866:6358826:clu_104_-	0.036575977	0.081767894	0.087431036	0.0056631416
chr1:6349866:6393257:clu_104_-	-0.036575977	0.9182321	0.912569	-0.005663097
chr1:6533441:6541830:clu_105_-	-0.17326984	0.39868674	0.39201275	-0.0066739917
chr1:6533441:6549571:clu_105_-	0.362913	0.036915973	0.062050324	0.025134351
chr1:6545180:6549571:clu_105_-	-0.1896432	0.56439734	0.54593694	-0.018460393
chr1:6638364:6639902:clu_106_-	0.0913849	0.49645698	0.49341416	-0.003042817
chr1:6638364:6644558:clu_106_-	-0.20089948	0.011207344	0.00831563	-0.0028917138
chr1:6640057:6644558:clu_106_-	0.1095146	0.4923357	0.4982702	0.0059345067
chr1:6645950:6651529:clu_107_-	-0.2446662	0.021901656	0.013541257	-0.008360399
chr1:6645978:6651529:clu_107_-	0.24466617	0.9780984	0.9864587	0.008360326
chr1:7850922:7852901:clu_108_-	-0.00635341	0.44906324	0.44164506	-0.0074181855
chr1:7850922:7853307:clu_108_-	0.045552526	0.40424252	0.41874567	0.014503151
chr1:7853120:7853307:clu_108_-	-0.039199118	0.1466942	0.13960922	-0.0070849806
chr1:8422807:8423167:clu_110_-	-0.08310034	0.12578003	0.14633718	0.02055715
chr1:8422807:8423561:clu_110_-	0.09335871	0.020100757	0.027899124	0.0077983662
chr1:8422807:8424015:clu_110_-	-0.009430806	0.061643966	0.07720185	0.015557885
chr1:8422807:8465925:clu_110_-	-0.36855865	0.6608397	0.5779179	-0.0829218
chr1:8423247:8423561:clu_110_-	-0.14618546	0.029734854	0.032479636	0.0027447827
chr1:8423247:8424015:clu_110_-	0.51255107	0.010843795	0.022888238	0.012044443
chr1:8438300:8465925:clu_110_-	0.0013654269	0.09105697	0.11527607	0.024219096
chr1:8508675:8525759:clu_111_-	0.039851174	0.10516569	0.11290564	0.0077399462
chr1:8508675:8541214:clu_111_-	-0.039851174	0.8948343	0.8870943	-0.007739961
chr1:8557523:8614561:clu_112_-	0.09246292	0.36137122	0.39757517	0.03620395
chr1:8557523:8624310:clu_112_-	-0.023443747	0.10508028	0.10295543	-0.002124846
chr1:8614686:8624310:clu_112_-	-0.06901917	0.5335485	0.49946937	-0.034079105
chr1:9038506:9038828:clu_114_-	-0.056047343	0.647981	0.6397829	-0.008198082
chr1:9038506:9039552:clu_114_-	0.1694972	0.008939261	0.011059225	0.002119964
chr1:9038929:9039056:clu_114_-	-0.09497803	0.03379647	0.032094788	-0.0017016828
chr1:9038929:9039552:clu_114_-	-0.018471854	0.30928326	0.31706306	0.007779807
chr1:9041937:9047610:clu_115_-	-0.14092153	0.31486437	0.32110882	0.006244451
chr1:9041937:9057448:clu_115_-	0.66790843	0.0007773697	0.0017800275	0.0010026578
chr1:9047734:9049100:clu_115_-	0.011070487	0.0020085196	0.0023845918	0.00037607225
chr1:9047734:9057448:clu_115_-	-0.18672357	0.35075215	0.3416941	-0.009058058
chr1:9047734:9069504:clu_115_-	-0.12276165	0.0023257318	0.0024153227	8.95909e-05
chr1:9049697:9057448:clu_115_-	0.1285961	0.0025712177	0.003433346	0.00086212833
chr1:9058250:9069182:clu_115_-	0.13730195	0.0028598076	0.0038520903	0.0009922828
chr1:9058250:9069504:clu_115_-	-0.16063365	0.32078993	0.32076618	-2.3752451e-05
chr1:9069331:9069504:clu_115_-	-0.3338366	0.0030509226	0.0025655353	-0.0004853874
chr1:9057570:9058152:clu_116_-	0.2997223	0.004779134	0.008669294	0.0038901605
chr1:9057608:9058152:clu_116_-	-0.29972228	0.99522084	0.9913307	-0.0038901567
chr1:9104634:9105486:clu_117_-	0.13513213	0.2858467	0.3277214	0.041874677
chr1:9104634:9111276:clu_117_-	-0.17392367	0.35734567	0.300773	-0.056572676
chr1:9105680:9111276:clu_117_-	0.038791552	0.35680762	0.37150568	0.014698058
chr1:9672719:9680712:clu_118_-	0.061174493	0.008735576	0.010566396	0.00183082
chr1:9672719:9687335:clu_118_-	-0.11431142	0.13980606	0.14188902	0.0020829588
chr1:9681135:9687335:clu_118_-	-0.1444475	0.8289134	0.8162891	-0.012624264
chr1:9683894:9687335:clu_118_-	0.19758442	0.022544947	0.031255517	0.008710571
chr1:9751662:9773272:clu_119_-	0.22555417	0.034854252	0.053656854	0.018802602
chr1:9755309:9773272:clu_119_-	-0.22555414	0.9651457	0.9463432	-0.018802524
chr1:9773394:9809304:clu_120_-	0.09146594	0.17756939	0.20031282	0.022743434
chr1:9773394:9823643:clu_120_-	-0.05888907	0.7670783	0.74452955	-0.022548735
chr1:9809407:9823643:clu_120_-	-0.032576866	0.05535231	0.05515759	-0.00019472092
chr1:9922358:9931891:clu_122_-	0.024337921	0.03502527	0.03218082	-0.0028444491
chr1:9930457:9931891:clu_122_-	0.17750148	0.36308208	0.388811	0.025728911
chr1:9930457:9934762:clu_122_-	-0.27653897	0.008972366	0.0061017373	-0.002870629
chr1:9932898:9934762:clu_122_-	0.07469952	0.5929203	0.5729065	-0.02001381
chr1:9935627:9936519:clu_123_-	-0.34391496	0.51868856	0.49678263	-0.021905929
chr1:9935627:9942624:clu_123_-	0.48975247	0.002842701	0.0062668337	0.0034241327
chr1:9936627:9941167:clu_123_-	0.11806047	0.0010638203	0.0016171916	0.00055337127
chr1:9936627:9942624:clu_123_-	-0.26389802	0.47740492	0.4953333	0.017928392
chr1:9942782:9943249:clu_124_-	0.036713798	0.665962	0.6820926	0.016130626
chr1:9942782:9943349:clu_124_-	-0.036713794	0.334038	0.31790733	-0.016130656
chr1:10461702:10462988:clu_125_-	-0.02077155	0.033333793	0.032020807	-0.001312986
chr1:10461702:10463058:clu_125_-	0.020771548	0.96666616	0.9679792	0.0013130307
chr1:10463209:10463431:clu_126_-	-0.032072507	0.46799955	0.45440808	-0.013591468
chr1:10463209:10467190:clu_126_-	0.008937293	0.019200476	0.019423297	0.00022282079
chr1:10463620:10467190:clu_126_-	0.023135211	0.5127999	0.52616864	0.013368726
chr1:11055084:11055781:clu_127_-	-0.02948089	0.49840066	0.48591065	-0.012490004
chr1:11055084:11056011:clu_127_-	0.036797762	0.004005105	0.004172306	0.00016720127
chr1:11055407:11055781:clu_127_-	-0.40142313	0.0030626084	0.0020584334	-0.001004175
chr1:11055926:11056011:clu_127_-	0.021174759	0.49298695	0.50560653	0.012619585
chr1:11055936:11056011:clu_127_-	0.37293145	0.0015446844	0.0022520756	0.0007073912
chr1:11056757:11058710:clu_128_-	-0.017372997	0.0051635494	0.0049880976	-0.00017545186
chr1:11056757:11058800:clu_128_-	0.017372996	0.99483645	0.9950119	0.00017547607
chr1:11059345:11059777:clu_129_-	0.040271178	0.9936262	0.9941165	0.0004903078
chr1:11059380:11059777:clu_129_-	-0.040271174	0.006373873	0.0058835377	-0.0004903353
chr1:11070973:11072087:clu_130_-	-0.026442379	0.9473615	0.94466096	-0.0027005672
chr1:11070988:11072087:clu_130_-	0.026442377	0.052638464	0.055338968	0.002700504
chr1:11072171:11073934:clu_131_-	0.03678699	0.5403627	0.5532112	0.012848496
chr1:11072171:11074231:clu_131_-	-0.021775007	0.0035156927	0.0033945586	-0.0001211341
chr1:11074008:11074231:clu_131_-	-0.015011977	0.4561215	0.4433943	-0.012727201
chr1:11076948:11077365:clu_132_-	-0.17616686	0.5094324	0.50716895	-0.0022634268
chr1:11076948:11077601:clu_132_-	0.34592178	0.001924964	0.0032301971	0.0013052331
chr1:11077443:11077601:clu_132_-	-0.16975495	0.48864263	0.48960087	0.0009582341
chr1:11077651:11079711:clu_133_-	-0.11163927	0.5090562	0.5109096	0.0018534064
chr1:11077651:11080499:clu_133_-	0.2319494	0.0014590243	0.002064712	0.00060568785
chr1:11079822:11080499:clu_133_-	-0.12031016	0.48948476	0.48702562	-0.0024591386
chr1:11081238:11082534:clu_134_-	-0.09308363	0.011212792	0.009325891	-0.0018869014
chr1:11081238:11082688:clu_134_-	0.09308362	0.98878723	0.9906741	0.0018868446
chr1:11115468:11117004:clu_135_-	0.10879043	0.5141302	0.5250324	0.010902226
chr1:11115468:11121246:clu_135_-	-0.018648855	0.016250791	0.014609701	-0.00164109
chr1:11117086:11121095:clu_135_-	-0.16251658	0.010039839	0.007816504	-0.0022233352
chr1:11117086:11121246:clu_135_-	0.072375	0.45957926	0.45254144	-0.0070378184
chr1:11127806:11128004:clu_136_-	0.6097889	0.85575336	0.95257574	0.09682238
chr1:11127806:11128042:clu_136_-	-0.60978884	0.14424662	0.047424264	-0.09682236
chr1:11674810:11675082:clu_137_-	0.14470753	0.013635426	0.018129127	0.0044937013
chr1:11674816:11675082:clu_137_-	-0.14470752	0.9863646	0.9818709	-0.0044937134
chr1:11676109:11676848:clu_138_-	-0.15230203	0.0089194365	0.008342167	-0.0005772691
chr1:11676135:11676848:clu_138_-	0.13294718	4.5308894e-08	5.6364694e-08	1.10558e-08
chr1:11676140:11676809:clu_138_-	0.112114295	0.034789972	0.042386755	0.0075967833
chr1:11676140:11676848:clu_138_-	-0.092759445	0.95629054	0.949271	-0.00701952
chr1:11680613:11681039:clu_139_-	-0.4695677	0.99296606	0.98220384	-0.010762215
chr1:11680613:11681100:clu_139_-	0.46956763	0.0070339385	0.017796187	0.010762248
chr1:11790748:11791207:clu_140_-	0.023233797	0.043785214	0.04577248	0.0019872673
chr1:11790898:11791207:clu_140_-	-0.023233796	0.95621485	0.95422757	-0.0019872785
chr1:11917060:11922636:clu_142_-	-0.20184611	0.0022600617	0.001770866	-0.0004891957
chr1:11920328:11922636:clu_142_-	-0.06797084	0.0049772067	0.0044585373	-0.0005186694
chr1:11920332:11920461:clu_142_-	0.08639253	0.0064066527	0.0066969516	0.00029029883
chr1:11920332:11922636:clu_142_-	0.04233235	0.9818694	0.98212	0.00025057793
chr1:11920534:11922636:clu_142_-	0.14109206	0.0044867	0.004953687	0.00046698702
chr1:11923489:11924778:clu_143_-	0.007594332	0.013710078	0.01069434	-0.003015738
chr1:11923489:11925205:clu_143_-	0.26596084	0.97003245	0.9797323	0.0096998215
chr1:11924924:11925205:clu_143_-	-0.27355522	0.016257467	0.009573378	-0.006684089
chr1:15495452:15504611:clu_144_-	0.09807298	0.41201687	0.41516122	0.0031443536
chr1:15495452:15518110:clu_144_-	-0.22838604	0.086219415	0.06267978	-0.023539633
chr1:15507907:15518110:clu_144_-	0.13031308	0.50176376	0.522159	0.02039522
chr1:15942420:15942529:clu_145_-	0.06076214	0.9628154	0.96692973	0.00411433
chr1:15942441:15942529:clu_145_-	-0.060762137	0.037184566	0.033070233	-0.0041143335
chr1:15943194:15943399:clu_146_-	0.13541377	0.57563066	0.57580465	0.00017398596
chr1:15943194:15943599:clu_146_-	-0.28903973	0.022241546	0.014553198	-0.007688348
chr1:15943519:15943599:clu_146_-	0.15362601	0.40212774	0.40964225	0.0075145066
chr1:15947123:15948291:clu_147_-	-0.14263919	0.97068125	0.961376	-0.009305239
chr1:15947123:15948295:clu_147_-	0.14263918	0.029318823	0.038624063	0.009305241
chr1:16232646:16232893:clu_148_-	-0.08068731	0.52275044	0.49120483	-0.03154561
chr1:16232646:16233612:clu_148_-	0.26848343	0.21694727	0.28904492	0.072097644
chr1:16233017:16233612:clu_148_-	-0.18779615	0.26030228	0.21975029	-0.04055199
chr1:16256759:16261001:clu_149_-	0.580359	0.012387847	0.025030736	0.012642889
chr1:16256759:16294783:clu_149_-	-0.1267214	0.95520556	0.9516856	-0.0035199523
chr1:16261166:16294783:clu_149_-	-0.45363757	0.03240657	0.02328369	-0.009122878
chr1:16294917:16305803:clu_150_-	0.019762905	0.4869753	0.48163405	-0.0053412616
chr1:16294917:16315169:clu_150_-	-0.063122414	0.011214767	0.010209485	-0.0010052817
chr1:16305919:16315169:clu_150_-	0.043359514	0.50181	0.50815636	0.006346345
chr1:16315435:16316437:clu_151_-	-0.2915894	0.40469378	0.4373677	0.032673925
chr1:16315435:16352255:clu_151_-	-0.536556	0.5333988	0.45121604	-0.082182765
chr1:16316568:16352255:clu_151_-	-0.076136716	0.0491769	0.06592515	0.01674825
chr1:16316571:16352255:clu_151_-	0.9042821	0.01273053	0.045491148	0.032760616
chr1:16632371:16632607:clu_153_-	-0.18652375	0.15815713	0.11810395	-0.040053174
chr1:16632371:16633095:clu_153_-	0.17430784	0.71762687	0.76874346	0.051116586
chr1:16632769:16633095:clu_153_-	0.012215883	0.124216	0.113152586	-0.011063412
chr1:16635168:16642767:clu_154_-	-0.16847044	0.27215424	0.26680034	-0.005353898
chr1:16635168:16643028:clu_154_-	0.03279915	0.09754575	0.11694724	0.01940149
chr1:16635168:16644646:clu_154_-	0.5639576	0.008335314	0.016997408	0.008662094
chr1:16642850:16643028:clu_154_-	-0.2688125	0.44156015	0.3915464	-0.05001375
chr1:16643145:16644511:clu_154_-	-0.17986414	0.027504927	0.026658373	-0.0008465536
chr1:16643145:16644646:clu_154_-	0.020390416	0.15289967	0.18105024	0.028150573
chr1:16569236:16573142:clu_155_-	0.1701923	0.9743327	0.9816016	0.0072689056
chr1:16569311:16573142:clu_155_-	-0.17019229	0.02566729	0.018398434	-0.0072688553
chr1:16573193:16574487:clu_156_-	0.54675734	0.805058	0.8910283	0.08597028
chr1:16573193:16575157:clu_156_-	-0.63121295	0.07555421	0.02574761	-0.049806595
chr1:16574692:16575157:clu_156_-	0.084455684	0.1193878	0.08322411	-0.036163688
chr1:16619103:16619845:clu_157_-	-0.10104591	0.6904896	0.65021545	-0.040274143
chr1:16619103:16625775:clu_157_-	0.16625348	0.08050236	0.09903655	0.018534191
chr1:16620024:16625775:clu_157_-	0.26120114	0.1139787	0.15418631	0.04020761
chr1:16620038:16625775:clu_157_-	0.10034179	0.038894918	0.044797592	0.005902674
chr1:16620245:16625775:clu_157_-	-0.4267505	0.07613441	0.05176419	-0.024370223
chr1:16993835:16995976:clu_158_-	-0.16866428	0.9578465	0.94191694	-0.01592958
chr1:16993835:16995991:clu_158_-	0.16866426	0.04215344	0.058083076	0.015929636
chr1:17000507:17002034:clu_159_-	-0.041274536	0.12753366	0.1186274	-0.00890626
chr1:17000534:17002034:clu_159_-	0.041274533	0.8724664	0.8813726	0.008906186
chr1:17004408:17004692:clu_160_-	0.21875753	0.12955625	0.17035124	0.040794984
chr1:17004411:17004692:clu_160_-	-0.06409365	0.486942	0.48252898	-0.0044130087
chr1:17004411:17004707:clu_160_-	-0.15466386	0.38350174	0.3471198	-0.03638193
chr1:17027865:17028600:clu_161_-	-0.022199115	0.9954731	0.99526846	-0.00020462275
chr1:17027865:17028654:clu_161_-	0.022199113	0.004526937	0.004731481	0.00020454405
chr1:17044888:17047417:clu_162_-	-0.12900819	0.0046706405	0.0036122936	-0.0010583468
chr1:17044888:17053948:clu_162_-	0.12900819	0.9953293	0.99638766	0.0010583401
chr1:17422836:17425541:clu_163_-	0.15241253	0.5446901	0.5513437	0.006653607
chr1:17422836:17429106:clu_163_-	-0.2816864	0.0050220573	0.0032932735	-0.0017287838
chr1:17425684:17429106:clu_163_-	0.12927389	0.45028788	0.44536304	-0.004924834
chr1:18917042:18918362:clu_164_-	-0.08831763	0.59279567	0.5782485	-0.014547169
chr1:18917042:18919678:clu_164_-	0.11978833	0.0077431896	0.0093005495	0.0015573599
chr1:18918502:18919678:clu_164_-	-0.031470712	0.39946115	0.41245094	0.012989789
chr1:18921121:18928036:clu_165_-	-0.111639604	0.28351903	0.24042484	-0.043094188
chr1:18921121:18955668:clu_165_-	0.11163959	0.716481	0.7595752	0.043094218
chr1:19076899:19077976:clu_166_-	0.24317662	0.0038983717	0.0063247676	0.002426396
chr1:19076902:19077976:clu_166_-	-0.24317661	0.9961016	0.99367523	-0.0024263859
chr1:19081573:19082059:clu_167_-	0.08702281	0.0025472846	0.0030254298	0.0004781452
chr1:19081573:19084504:clu_167_-	-0.085728146	0.99466383	0.9939422	-0.00072163343
chr1:19082194:19084504:clu_167_-	-0.0012946576	0.0027889062	0.003032409	0.00024350267
chr1:19094139:19094906:clu_168_-	0.07316741	0.5356785	0.54108155	0.005403042
chr1:19094139:19095545:clu_168_-	-0.12634566	0.004944263	0.004090842	-0.00085342117
chr1:19095025:19095545:clu_168_-	0.05317826	0.4593772	0.45482758	-0.0045496225
chr1:19096650:19097193:clu_169_-	0.11469819	0.5434557	0.55561936	0.012163639
chr1:19096650:19099597:clu_169_-	-0.18376975	0.007165785	0.0054356805	-0.0017301044
chr1:19097280:19099597:clu_169_-	0.06907158	0.44937846	0.43894494	-0.010433525
chr1:19101635:19104084:clu_170_-	0.0073929876	0.02260072	0.035206743	0.012606023
chr1:19101641:19103305:clu_170_-	0.44684073	0.0036120135	0.008731779	0.005119765
chr1:19101641:19104084:clu_170_-	-0.45423377	0.97378725	0.9560615	-0.017725766
chr1:19139214:19140788:clu_171_-	0.05142039	0.05234305	0.05840191	0.0060588606
chr1:19139220:19140788:clu_171_-	-0.036901202	0.49504742	0.5056584	0.010610968
chr1:19139220:19141347:clu_171_-	0.08663089	0.012118009	0.014005253	0.0018872442
chr1:19140892:19141347:clu_171_-	-0.10115006	0.44049153	0.4219345	-0.018557042
chr1:19141774:19143980:clu_172_-	-0.13572557	0.066332765	0.05137377	-0.014958996
chr1:19141777:19143980:clu_172_-	0.13572556	0.93366724	0.9486262	0.014958978
chr1:19145930:19146826:clu_173_-	-0.07864787	0.09212391	0.08489475	-0.0072291642
chr1:19145933:19146023:clu_173_-	0.026391845	0.057367533	0.058720905	0.0013533719
chr1:19145933:19146826:clu_173_-	0.0062185237	0.7720425	0.7744737	0.0024312139
chr1:19146106:19146826:clu_173_-	0.046037495	0.078466065	0.08191066	0.0034445971
chr1:19153939:19154918:clu_174_-	0.025093904	0.94508713	0.94763434	0.0025472045
chr1:19153954:19154918:clu_174_-	-0.025093902	0.054912828	0.052365627	-0.0025472008
chr1:19155075:19155441:clu_175_-	-0.15410326	0.9536854	0.9380031	-0.01568228
chr1:19155078:19155441:clu_175_-	0.15410325	0.046314623	0.06199685	0.015682228
chr1:19219669:19220764:clu_176_-	0.17901126	0.0249	0.035241634	0.010341633
chr1:19219698:19220764:clu_176_-	-0.17901124	0.9751	0.9647584	-0.010341585
chr1:19220810:19222624:clu_177_-	-0.19606705	0.035466157	0.024240294	-0.011225862
chr1:19220848:19222624:clu_177_-	0.19606704	0.96453387	0.97575974	0.011225879
chr1:19230963:19231261:clu_178_-	-0.22826014	0.5297172	0.503786	-0.02593118
chr1:19230963:19232624:clu_178_-	0.38121516	0.019297766	0.033759873	0.014462108
chr1:19231422:19232624:clu_178_-	-0.15295506	0.450985	0.4624541	0.011469096
chr1:19235249:19237142:clu_179_-	-0.021891909	0.027830446	0.02667001	-0.0011604354
chr1:19235252:19237142:clu_179_-	0.021891907	0.9721696	0.97332996	0.0011603832
chr1:19238854:19239231:clu_180_-	0.07562893	0.13212407	0.15045336	0.018329293
chr1:19238857:19239231:clu_180_-	-0.07562892	0.86787593	0.8495466	-0.018329322
chr1:19307101:19307314:clu_181_-	-0.017704468	0.37080875	0.37227207	0.0014633238
chr1:19307101:19308158:clu_181_-	0.2526726	0.003845826	0.005059684	0.0012138581
chr1:19307410:19308158:clu_181_-	-0.010360658	0.3690057	0.3731925	0.0041867793
chr1:19307410:19308455:clu_181_-	-0.17668927	0.0018374705	0.0015735647	-0.00026390573
chr1:19308262:19308455:clu_181_-	-0.04791823	0.25450224	0.24790221	-0.0066000223
chr1:19345252:19356635:clu_182_-	-0.012762494	0.5505754	0.54953	-0.0010453463
chr1:19345252:19357422:clu_182_-	0.021476198	0.002565993	0.0026503291	8.433615e-05
chr1:19356751:19357422:clu_182_-	-0.008713706	0.4468586	0.44781965	0.0009610355
chr1:19357563:19378540:clu_183_-	0.008569383	0.98955196	0.9897277	0.0001757145
chr1:19374455:19378540:clu_183_-	-0.008569383	0.0104480265	0.010272309	-0.00017571729
chr1:19747260:19755634:clu_185_-	0.3662065	0.9443575	0.97245413	0.028096616
chr1:19750372:19755634:clu_185_-	-0.36620647	0.05564248	0.027545853	-0.028096626
chr1:19787117:19789928:clu_186_-	-0.20494428	0.21131246	0.175342	-0.035970464
chr1:19787117:19798137:clu_186_-	-0.04688715	0.21736827	0.21125177	-0.0061165094
chr1:19787117:19799174:clu_186_-	-0.11899472	0.1016959	0.09195846	-0.009737439
chr1:19787117:19799855:clu_186_-	0.11673427	0.16944179	0.19394767	0.024505883
chr1:19790048:19798137:clu_186_-	0.31227416	0.03105462	0.043222725	0.012168106
chr1:19793648:19798137:clu_186_-	-0.29252133	0.033701807	0.02562004	-0.008081768
chr1:19798215:19799174:clu_186_-	0.022853687	0.108482756	0.11304542	0.004562661
chr1:19798215:19799855:clu_186_-	0.14078279	0.08628407	0.101166986	0.014882915
chr1:19799349:19799855:clu_186_-	0.07070251	0.040658347	0.044444945	0.0037865974
chr1:20655779:20656101:clu_187_-	0.56121993	0.99826723	0.99943537	0.0011681318
chr1:20655800:20656101:clu_187_-	-0.5612199	0.0017327359	0.0005646387	-0.0011680971
chr1:20745651:20747544:clu_188_-	-0.06536814	0.0060255253	0.0050266567	-0.0009988686
chr1:20745656:20746891:clu_188_-	-0.054406554	0.017934097	0.0151260095	-0.0028080875
chr1:20745656:20747544:clu_188_-	0.119774684	0.9760403	0.9798474	0.0038070679
chr1:20749882:20757166:clu_189_-	-0.06704797	0.88470143	0.8768161	-0.007885337
chr1:20749975:20757166:clu_189_-	-0.02926982	0.082527205	0.08494067	0.0024134666
chr1:20755404:20757166:clu_189_-	0.09631779	0.032771368	0.03824329	0.0054719225
chr1:20765531:20767584:clu_190_-	-0.14690213	0.48434535	0.4812505	-0.003094852
chr1:20765531:20770930:clu_190_-	0.28410158	0.0026524765	0.0040555536	0.001403077
chr1:20767664:20770930:clu_190_-	-0.13719946	0.51300216	0.5146939	0.0016917586
chr1:20779908:20780345:clu_191_-	0.0068908995	0.020197919	0.020299114	0.00010119565
chr1:20779911:20780345:clu_191_-	0.0043538576	0.6991305	0.7008529	0.0017223954
chr1:20779911:20780350:clu_191_-	-0.043935493	0.029031275	0.027730836	-0.0013004392
chr1:20779911:20787195:clu_191_-	0.12711005	0.028618395	0.03243592	0.0038175248
chr1:20780540:20786514:clu_191_-	0.010251807	0.057135455	0.057615027	0.00047957152
chr1:20780540:20786649:clu_191_-	-0.12236357	0.05620148	0.049634505	-0.0065669753
chr1:20780540:20787195:clu_191_-	0.017692447	0.109685056	0.11143173	0.0017466769
chr1:20773610:20775724:clu_192_-	-0.2537361	0.016704185	0.015586863	-0.0011173217
chr1:20773610:20775968:clu_192_-	0.5625596	0.0017923281	0.0037832377	0.0019909097
chr1:20773610:20776597:clu_192_-	-0.18874681	0.9351525	0.93119425	-0.0039582253
chr1:20776005:20776597:clu_192_-	-0.1200768	0.046351027	0.049435645	0.0030846186
chr1:20807500:20810738:clu_193_-	0.12568845	0.48651478	0.49936312	0.012848347
chr1:20807500:20813158:clu_193_-	-0.21771419	0.033904865	0.024685651	-0.009219214
chr1:20810884:20813158:clu_193_-	0.09202577	0.47958043	0.47595116	-0.0036292672
chr1:20813239:20817392:clu_194_-	-0.009512937	0.98395514	0.98365206	-0.00030308962
chr1:20813239:20817398:clu_194_-	0.009512936	0.01604478	0.016347935	0.0003031548
chr1:20865262:20879282:clu_195_-	0.010528622	0.029709412	0.030322477	0.00061306544
chr1:20865262:20879323:clu_195_-	-0.010528621	0.9702906	0.9696775	-0.0006130934
chr1:20886371:20892619:clu_196_-	-0.016759526	0.19553998	0.19134094	-0.004199043
chr1:20886371:20893517:clu_196_-	0.011500924	0.63053036	0.63467544	0.004145086
chr1:20892729:20893517:clu_196_-	0.0052585998	0.17392963	0.17398357	5.3942204e-05
chr1:20904971:20941259:clu_197_-	-0.36064136	0.014040543	0.009587013	-0.0044535296
chr1:20904971:20941491:clu_197_-	0.016626004	0.9635142	0.95940655	-0.004107654
chr1:20941395:20941491:clu_197_-	0.34401533	0.022445204	0.031006413	0.008561209
